============================== SRIM-2013.00 ==============================
==============================================================================
=================  TRANSMIT.txt : File of Transmitted Ions  ==================
=  This file tabulates the kinetics of ions or atoms leaving the target.     =
=  Column #1: S= Sputtered Atom, B= Backscattered Ion, T= Transmitted Ion.   =
=  Col.#2: Ion Number, Col.#3: Z of atom leaving, Col.#4: Atom energy (eV).  =
=  Col.#5-7: Last location:  X= Depth into target, Y,Z= Transverse axes.     =
=  Col.#8-10: Cosines of final trajectory.                                   =
= *** This data file is in the same format as TRIM.DAT (see manual for uses).=
====== TRIM Calc.=  K(15.2 GeV) ==> Tarcza(  11 um) ==========================
 Ion  Atom   Energy        Depth       Lateral-Position        Atom Direction      
 Numb Numb    (eV)          X(A)        Y(A)       Z(A)      Cos(X)  Cos(Y) Cos(Z) 
T 8798 19 .1519336E+11   1100017E-01  .3461E+01 -.7510E+01   .9999999  .0000596 -.0000941
T 8799 19 .1519264E+11   1100011E-01  .4554E+01 -.3579E+01   .9999999  .0000500 -.0000757
T 8800 19 .1519210E+11   1100018E-01  .8469E+01  .4602E+01   .9999999  .0001112 -.0000108
T 8801 19 .1519312E+11   1100018E-01  .2779E+02  .1915E+01   .9999999  .0004098  .0000493
T 8802 19 .1519219E+11   1100017E-01  .8945E+01  .4666E+01   .9999999  .0002040  .0000608
T 8803 19 .1519355E+11   1100001E-01 -.4216E+01 -.4233E+01   .9999999 -.0001479 -.0000932
T 8804 19 .1519188E+11   1100007E-01  .1541E+01  .4090E+01   .9999999  .0000207  .0000828
T 8805 19 .1519277E+11   1100017E-01  .2946E+01  .3928E+01   .9999999  .0000691 -.0000040
T 8806 19 .1519357E+11   1100009E-01  .3856E+01 -.4658E+00   .9999999  .0001162 -.0000433
T 8807 19 .1519351E+11   1100009E-01  .3178E+01 -.5332E+01   .9999999  .0001519 -.0000756
T 8808 19 .1519383E+11   1100004E-01 -.1694E+00  .1647E+02   .9999999 -.0000792  .0001049
T 8809 19 .1519190E+11   1100014E-01  .6634E+01  .2514E+01   .9999999  .0001190  .0000424
T 8810 19 .1519321E+11   1100013E-01 -.1181E+02 -.1969E+01   .9999999 -.0001322 -.0001507
T 8811 19 .1519309E+11   1100003E-01 -.6110E+01  .7137E-01   .9999999 -.0000353 -.0000724
T 8812 19 .1519373E+11   1100010E-01 -.2765E+02  .6048E+01   .9999999 -.0004477  .0000549
T 8813 19 .1519413E+11   1100003E-01 -.1502E+02 -.1557E+02   .9999999 -.0002329 -.0002046
T 8814 19 .1519311E+11   1100021E-01 -.7687E+01 -.8559E+01   .9999999 -.0001418 -.0001424
T 8815 19 .1519258E+11   1100020E-01  .9271E+01  .1913E+02   .9999999  .0000835  .0001466
T 8816 19 .1519474E+11   1100010E-01  .1644E+01  .1314E+02   .9999999  .0001612  .0002768
T 8817 19 .1519283E+11   1100006E-01  .1897E+02 -.9959E+01   .9999999  .0002761 -.0001705
T 8818 19 .1519150E+11   1100016E-01 -.3287E+01  .4955E+01   .9999999  .0000433  .0000778
T 8819 19 .1519378E+11   1100002E-01  .2103E+02  .2734E+02   .9999999  .0001253  .0003705
T 8820 19 .1519318E+11   1100001E-01 -.1839E+02  .7864E+01   .9999999 -.0001121  .0000475
T 8821 19 .1519156E+11   1100003E-01  .9616E+01 -.1337E+01   .9999999  .0001410  .0000711
T 8822 19 .1519138E+11   1100022E-01  .2157E+02 -.3049E+02   .9999999  .0002124 -.0003341
T 8823 19 .1519288E+11   1100021E-01 -.5825E+01 -.3503E+01   .9999999 -.0000361 -.0000669
T 8824 19 .1519272E+11   1100013E-01  .4795E+01  .1531E+01   .9999999  .0000676 -.0000399
T 8825 19 .1519371E+11   1100011E-01  .7639E+01  .2003E+01   .9999999  .0000926  .0000293
T 8826 19 .1519232E+11   1100007E-01  .1041E+02 -.2338E+01   .9999999  .0001054  .0001193
T 8827 19 .1519210E+11   1100015E-01  .6896E+01 -.6201E+00   .9999999  .0000746  .0000536
T 8828 19 .1519282E+11   1100012E-01 -.2982E+01 -.2488E+01   .9999999 -.0001545 -.0000847
T 8829 19 .1519153E+11   1100012E-01  .2468E+02 -.3931E+01   .9999999  .0004929 -.0000910
T 8830 19 .1519336E+11   1100013E-01  .7805E+00 -.6823E+00   .9999999 -.0000122 -.0001002
T 8831 19 .1519377E+11   1100021E-01  .1028E+02  .1234E+01   .9999999  .0000371 -.0000712
T 8832 19 .1519226E+11   1100001E-01 -.6767E+01 -.5009E+00   .9999999 -.0001874  .0001064
T 8833 19 .1519216E+11   1100005E-01 -.5804E+01  .2676E+01   .9999999 -.0002722  .0001364
T 8834 19 .1519153E+11   1100006E-01 -.7370E+01  .8536E+01   .9999999 -.0000611  .0000339
T 8835 19 .1519314E+11   1100003E-01 -.1171E+02  .4718E+01   .9999999 -.0000763  .0000954
T 8836 19 .1519264E+11   1100016E-01  .1204E+01 -.2330E+01   .9999999  .0000341 -.0000594
T 8837 19 .1519214E+11   1100022E-01  .5025E+01  .7050E+01   .9999999  .0001336  .0000749
T 8838 19 .1519256E+11   1100022E-01 -.5440E+01  .8035E+01   .9999999 -.0000719  .0001049
T 8839 19 .1519281E+11   1100000E-01  .2750E+01 -.7852E+01   .9999999  .0001286 -.0002900
T 8840 19 .1519217E+11   1100019E-01 -.9796E+01  .1957E+00   .9999999 -.0001618  .0000157
T 8841 19 .1519275E+11   1100015E-01 -.1413E+02 -.2182E+02   .9999999 -.0002560 -.0001768
T 8842 19 .1519288E+11   1100017E-01 -.2557E+01  .2278E+01   .9999999 -.0001298 -.0000971
T 8843 19 .1519279E+11   1100009E-01 -.9976E+00 -.2046E+01   .9999999 -.0000241 -.0000369
T 8844 19 .1519093E+11   1100005E-01 -.9394E+01 -.2650E+02   .9999999  .0000291 -.0002928
T 8845 19 .1519146E+11   1100012E-01 -.1476E-01  .1875E+01   .9999999 -.0000100  .0000482
T 8846 19 .1519281E+11   1100011E-01  .4730E+01  .3849E+01   .9999999  .0002298  .0000048
T 8847 19 .1519349E+11   1100021E-01 -.3476E+01 -.7828E+01   .9999999 -.0000740 -.0000755
T 8848 19 .1519185E+11   1100000E-01 -.7245E+01  .2078E+01   .9999999 -.0000122 -.0000990
T 8849 19 .1519268E+11   1100008E-01  .1723E+02  .2954E+02   .9999999  .0003131  .0004434
T 8850 19 .1519142E+11   1100018E-01 -.6323E+01  .5083E+01   .9999999 -.0000932  .0000742
T 8851 19 .1519332E+11   1100017E-01 -.1862E+01  .5925E+01   .9999999 -.0000881  .0001251
T 8852 19 .1519173E+11   1100011E-01 -.1104E+02  .1824E+02   .9999999 -.0001312  .0002838
T 8853 19 .1519235E+11   1100000E-01  .1527E+02 -.3059E+01   .9999999  .0001701 -.0000992
T 8854 19 .1519323E+11   1100020E-01 -.3597E+00 -.4748E+01   .9999999  .0000955 -.0000701
T 8855 19 .1519170E+11   1100003E-01  .7254E+00  .4813E+01   .9999999  .0000011  .0001260
T 8856 19 .1519393E+11   1100005E-01 -.3683E+01  .9330E+01   .9999999 -.0000368  .0001551
T 8857 19 .1519264E+11   1100016E-01 -.1543E+02 -.6740E+00   .9999999 -.0002268 -.0000637
T 8858 19 .1519262E+11   1100005E-01  .5773E+01  .6117E+01   .9999999  .0000220  .0001007
T 8859 19 .1519359E+11   1100015E-01  .1539E+01  .1080E+02   .9999999  .0000017  .0002287
T 8860 19 .1519329E+11   1100013E-01  .3731E+01 -.5786E+01   .9999999  .0001800 -.0000516
T 8861 19 .1519386E+11   1100019E-01  .2683E+01  .2379E+01   .9999999  .0000904  .0000746
T 8862 19 .1519254E+11   1100008E-01  .5566E+01 -.7309E+01   .9999999 -.0000123 -.0001586
T 8863 19 .1519127E+11   1100001E-01  .1996E+01 -.9430E+01   .9999999  .0001031 -.0002171
T 8864 19 .1519283E+11   1100012E-01  .2718E+01 -.1557E+02   .9999999  .0000831 -.0001941
T 8865 19 .1519152E+11   1100001E-01 -.2727E+01  .1126E+02   .9999999  .0000153  .0001647
T 8866 19 .1519266E+11   1100020E-01  .4838E+01 -.1104E+02   .9999999  .0000566 -.0001088
T 8867 19 .1519289E+11   1100001E-01  .9085E+01 -.1659E+02   .9999999  .0001090 -.0003783
T 8868 19 .1519213E+11   1100002E-01  .6444E+01 -.9579E+00   .9999999  .0000845 -.0000500
T 8869 19 .1519291E+11   1100022E-01 -.6480E+01 -.2289E+01   .9999999 -.0000838  .0000075
T 8870 19 .1519289E+11   1100021E-01  .1226E+02  .6480E+01   .9999999  .0001585  .0001466
T 8871 19 .1519232E+11   1100004E-01  .2952E+01 -.8887E+01   .9999999 -.0000243 -.0001347
T 8872 19 .1519183E+11   1100011E-01 -.1207E+01 -.6510E+01   .9999999 -.0000325 -.0001222
T 8873 19 .1519348E+11   1100013E-01 -.6068E-02 -.8003E+01   .9999999 -.0000108 -.0001198
T 8874 19 .1519263E+11   1100014E-01  .6420E+01 -.7715E+00   .9999999  .0001418 -.0000223
T 8875 19 .1519173E+11   1100018E-01 -.8020E+01  .6177E+01   .9999999 -.0003084 -.0000380
T 8876 19 .1519285E+11   1100009E-01 -.1311E+00 -.1845E+01   .9999999 -.0001377 -.0000504
T 8877 19 .1519234E+11   1100010E-01  .6677E+01  .2341E+01   .9999999  .0000661  .0000338
T 8878 19 .1519163E+11   1100010E-01 -.1485E+02  .4663E+00   .9999999 -.0002010  .0000679
T 8879 19 .1519264E+11   1100017E-01  .9191E+01  .2273E+01   .9999999  .0000970  .0000266
T 8880 19 .1519323E+11   1100023E-01 -.6777E+00  .2113E+02   .9999999  .0001012  .0002504
T 8881 19 .1519237E+11   1100022E-01 -.2610E+01 -.3360E+01   .9999999 -.0000478 -.0001914
T 8882 19 .1519120E+11   1100016E-01 -.1628E+02 -.3347E+02   .9999999 -.0002954 -.0002248
T 8883 19 .1519288E+11   1100018E-01  .5967E+01 -.1399E+00   .9999999  .0000893  .0000112
T 8884 19 .1519258E+11   1100010E-01  .1507E+01  .2125E+01   .9999999  .0000147  .0000782
T 8885 19 .1519210E+11   1100022E-01 -.3099E+02  .3821E+02   .9999997 -.0004299  .0006437
T 8886 19 .1519242E+11   1100020E-01 -.3073E+01 -.6653E+01   .9999999 -.0000121 -.0000391
T 8887 19 .1519299E+11   1100020E-01  .3189E+01 -.3260E+01   .9999999 -.0000094 -.0000833
T 8888 19 .1519202E+11   1100001E-01 -.3333E+01 -.2307E+01   .9999999 -.0001105  .0000055
T 8889 19 .1519238E+11   1100017E-01  .1917E+02  .2214E+02   .9999999  .0002696  .0001355
T 8890 19 .1519317E+11   1100000E-01 -.2335E+01 -.3774E+01   .9999999  .0000299  .0000055
T 8891 19 .1519451E+11   1100019E-01  .1165E+02  .5357E+01   .9999999  .0001841 -.0000038
T 8892 19 .1519341E+11   1100020E-01 -.9862E+01  .5216E+01   .9999999 -.0001454  .0001646
T 8893 19 .1519132E+11   1100015E-01 -.9214E+01  .8848E+01   .9999999 -.0001458  .0001175
T 8894 19 .1519313E+11   1100003E-01  .6614E+01 -.1710E+02   .9999999  .0000114 -.0003409
T 8895 19 .1519334E+11   1100018E-01  .1845E+02 -.9958E+01   .9999999  .0002556 -.0000909
T 8896 19 .1519264E+11   1100014E-01 -.8591E+01 -.2634E+01   .9999999 -.0001172 -.0000420
T 8897 19 .1519228E+11   1100022E-01  .4902E+01 -.6112E+01   .9999999  .0001415 -.0000422
T 8898 19 .1519316E+11   1100019E-01  .7473E+02 -.4191E+02   .9999996  .0007335 -.0004256
T 8899 19 .1519399E+11   1100014E-01 -.3559E+01  .1457E+02   .9999998  .0002011  .0005176
T 8900 19 .1519205E+11   1100016E-01 -.5529E+01 -.4884E+01   .9999999 -.0000385 -.0000827
T 8901 19 .1519415E+11   1100008E-01 -.6841E+00 -.1067E+02   .9999999 -.0001649 -.0001023
T 8902 19 .1519344E+11   1100019E-01 -.3060E+01 -.6917E+01   .9999999 -.0000734 -.0000809
T 8903 19 .1519228E+11   1100013E-01  .1682E+01  .4627E+01   .9999999 -.0000011  .0001118
T 8904 19 .1519417E+11   1100020E-01  .2783E+01  .4176E+01   .9999999  .0000241  .0000296
T 8905 19 .1519139E+11   1100019E-01 -.2545E+01 -.7506E+00   .9999999 -.0000600 -.0000575
T 8906 19 .1519227E+11   1100021E-01 -.7418E+00 -.2923E+01   .9999999 -.0000037 -.0000350
T 8907 19 .1519269E+11   1100020E-01 -.7738E+01 -.3307E+01   .9999999 -.0000154  .0000163
T 8908 19 .1519314E+11   1100006E-01 -.2766E+02  .9375E+01   .9999999 -.0003237  .0001352
T 8909 19 .1519247E+11   1100009E-01 -.6650E+01  .9983E+01   .9999999 -.0000035  .0001005
T 8910 19 .1519213E+11   1100016E-01  .3740E+02  .1040E+02   .9999999  .0004416  .0001273
T 8911 19 .1519211E+11   1100002E-01 -.1546E+02 -.4479E+01   .9999999 -.0002992 -.0001983
T 8912 19 .1519186E+11   1100019E-01 -.8784E+01  .1442E+02   .9999999 -.0000278  .0002233
T 8913 19 .1519269E+11   1100001E-01  .5441E+01 -.4388E+01   .9999999  .0000774 -.0001068
T 8914 19 .1519291E+11   1100020E-01  .4329E+01  .7235E+01   .9999999  .0000323  .0000829
T 8915 19 .1519288E+11   1100015E-01 -.7808E+01 -.7634E+01   .9999999 -.0001102 -.0000063
T 8916 19 .1519129E+11   1100022E-01  .1813E+01  .2207E+02   .9999999  .0000955  .0005180
T 8917 19 .1519218E+11   1100021E-01  .6109E+01  .9296E+01   .9999999  .0000482  .0001749
T 8918 19 .1519240E+11   1100009E-01 -.6472E+01 -.2422E+01   .9999999 -.0000638 -.0000278
T 8919 19 .1519292E+11   1100020E-01 -.8913E+01 -.2203E+01   .9999999 -.0001436  .0000610
T 8920 19 .1519315E+11   1100016E-01 -.1044E+01 -.1307E+02   .9999999 -.0000339 -.0001444
T 8921 19 .1519442E+11   1100010E-01 -.5517E+01  .5144E+01   .9999999 -.0002171  .0001703
T 8922 19 .1519209E+11   1100016E-01 -.4661E+01  .8971E+01   .9999999 -.0001075  .0001863
T 8923 19 .1519114E+11   1100008E-01 -.1548E+01 -.7409E+00   .9999999 -.0001020 -.0001651
T 8924 19 .1519320E+11   1100011E-01 -.1005E+02 -.9572E+01   .9999999 -.0001936 -.0001851
T 8925 19 .1519270E+11   1100008E-01  .1207E+00  .4801E+01   .9999999  .0001376 -.0000044
T 8926 19 .1519277E+11   1100007E-01 -.1389E+02  .2454E+01   .9999999 -.0003254  .0002155
T 8927 19 .1519281E+11   1100016E-01 -.2131E+01  .2012E+01   .9999999 -.0000026 -.0000642
T 8928 19 .1519331E+11   1100007E-01 -.1100E+02 -.6606E+01   .9999999 -.0001732 -.0000785
T 8929 19 .1519225E+11   1100013E-01 -.6686E+01 -.1057E+01   .9999999 -.0002230  .0001187
T 8930 19 .1519346E+11   1100016E-01 -.2314E+01  .6819E+01   .9999999 -.0000798  .0001232
T 8931 19 .1519350E+11   1100021E-01 -.3658E+01 -.6532E+00   .9999999  .0000028  .0000006
T 8932 19 .1519289E+11   1100000E-01 -.1440E+02 -.1098E+02   .9999999 -.0003743 -.0001889
T 8933 19 .1519166E+11   1100001E-01  .2046E+01 -.4280E+01   .9999999 -.0000058 -.0000520
T 8934 19 .1519372E+11   1100020E-01  .2794E+01 -.7236E+01   .9999999  .0001446 -.0000907
T 8935 19 .1519342E+11   1100015E-01 -.1775E+02 -.7930E+01   .9999999  .0000565 -.0003323
T 8936 19 .1519159E+11   1100000E-01  .9040E+01 -.1091E+02   .9999999  .0000850  .0000366
T 8937 19 .1519297E+11   1100009E-01 -.1172E+02 -.8929E+00   .9999999 -.0000721  .0000009
T 8938 19 .1519246E+11   1100018E-01  .9092E+01 -.8865E+01   .9999999  .0000524 -.0000882
T 8939 19 .1519199E+11   1100011E-01  .3694E+01  .5304E+01   .9999999  .0000358  .0000827
T 8940 19 .1519277E+11   1100018E-01  .7386E+01 -.6016E+01   .9999999  .0001226 -.0000169
T 8941 19 .1519321E+11   1100023E-01  .5474E+01 -.1091E+02   .9999999  .0000486 -.0001253
T 8942 19 .1519436E+11   1100000E-01  .1061E+02 -.6913E+01   .9999999  .0001938 -.0002106
T 8943 19 .1519306E+11   1100021E-01  .7755E+01 -.3520E+01   .9999999  .0000351 -.0000441
T 8944 19 .1519247E+11   1100001E-01  .4164E+01 -.1492E+02   .9999999 -.0001720 -.0001990
T 8945 19 .1519237E+11   1100014E-01 -.1691E+02  .6527E+01   .9999999 -.0001236  .0001797
T 8946 19 .1519262E+11   1100012E-01 -.3315E+01  .1181E+02   .9999999  .0000724  .0001767
T 8947 19 .1519358E+11   1100016E-01  .1105E+02  .9542E+01   .9999999  .0001533  .0001090
T 8948 19 .1519267E+11   1100016E-01 -.1333E+01 -.6841E+01   .9999999 -.0000471 -.0001179
T 8949 19 .1519203E+11   1100012E-01  .1054E+02  .9771E+01   .9999999  .0004143  .0000826
T 8950 19 .1519305E+11   1100010E-01  .3532E+01 -.1029E+00   .9999999  .0000118 -.0000748
T 8951 19 .1519311E+11   1100007E-01  .6586E+01 -.2280E+01   .9999999  .0000290  .0000663
T 8952 19 .1519326E+11   1100000E-01  .1601E+02  .1226E+01   .9999999  .0001920  .0000860
T 8953 19 .1519299E+11   1100001E-01 -.3507E+02 -.9671E+01   .9999999 -.0004561 -.0000977
T 8954 19 .1519238E+11   1100017E-01  .2313E+01  .1088E+01   .9999999  .0000631  .0000290
T 8955 19 .1519192E+11   1100021E-01  .7789E+01 -.3603E+01   .9999999  .0001602  .0000217
T 8956 19 .1519253E+11   1100022E-01  .6485E+01  .2980E+01   .9999999  .0000311  .0000861
T 8957 19 .1519182E+11   1100009E-01 -.5380E+01  .2152E+01   .9999999 -.0001299 -.0000354
T 8958 19 .1519237E+11   1100022E-01 -.2301E+01  .8405E+01   .9999999 -.0001183  .0001383
T 8959 19 .1519311E+11   1100020E-01 -.1255E+02 -.1167E+02   .9999999 -.0002245 -.0002339
T 8960 19 .1519295E+11   1100006E-01  .5767E+01  .3835E+01   .9999999  .0000617 -.0000171
T 8961 19 .1519236E+11   1100014E-01  .1543E+01  .4024E+01   .9999999  .0000904 -.0000142
T 8962 19 .1519297E+11   1100014E-01 -.8455E+00 -.1726E+02   .9999999 -.0000582 -.0002479
T 8963 19 .1519209E+11   1100013E-01 -.6679E+01  .7811E+01   .9999999 -.0001106  .0000040
T 8964 19 .1519279E+11   1100017E-01 -.1504E+02  .1891E+02   .9999998 -.0001266  .0005361
T 8965 19 .1519272E+11   1100009E-01 -.2012E+02 -.2236E+01   .9999999 -.0001782 -.0000722
T 8966 19 .1519264E+11   1100006E-01  .1475E+01 -.5483E+01   .9999999  .0002003 -.0001705
T 8967 19 .1519290E+11   1100019E-01 -.2318E+02  .3617E+01   .9999998 -.0005626 -.0001932
T 8968 19 .1519195E+11   1100016E-01  .6766E+01 -.5850E+01   .9999999  .0001211 -.0000197
T 8969 19 .1519290E+11   1100009E-01  .2337E+02 -.1253E+01   .9999999  .0002880 -.0000777
T 8970 19 .1519256E+11   1100012E-01 -.1337E+02  .1074E+02   .9999999 -.0000642  .0001101
T 8971 19 .1519254E+11   1100011E-01  .2189E+02  .1646E+01   .9999999  .0002217  .0000886
T 8972 19 .1519171E+11   1100016E-01  .1948E+01  .9667E+01   .9999999  .0001664 -.0000482
T 8973 19 .1519251E+11   1100006E-01 -.3591E+01 -.5141E+01   .9999999 -.0000671 -.0000222
T 8974 19 .1519358E+11   1100003E-01 -.2407E+01  .3663E+00   .9999999 -.0001126  .0000311
T 8975 19 .1519333E+11   1100016E-01  .6686E+01 -.1087E+02   .9999999  .0000978 -.0002182
T 8976 19 .1519238E+11   1100021E-01  .2572E+02  .2167E+02   .9999999  .0003488  .0001940
T 8977 19 .1519234E+11   1100002E-01 -.7887E+01  .6190E+01   .9999999 -.0001403  .0001135
T 8978 19 .1519293E+11   1100013E-01 -.7035E+01  .5587E+01   .9999999 -.0001562  .0000751
T 8979 19 .1519208E+11   1100004E-01  .4673E+01  .1222E+02   .9999999  .0000654  .0001681
T 8980 19 .1519208E+11   1100014E-01 -.1817E+02  .1373E+02   .9999999 -.0003301  .0001268
T 8981 19 .1519399E+11   1100013E-01 -.4265E+01 -.4657E+01   .9999999  .0000459 -.0000686
T 8982 19 .1519397E+11   1100023E-01  .3391E+01  .8616E+01   .9999999  .0001672  .0002269
T 8983 19 .1519249E+11   1100006E-01  .5581E+02 -.3459E+02   .9999997  .0005344 -.0004735
T 8984 19 .1519248E+11   1100019E-01 -.4745E+01  .1224E+02   .9999999 -.0000820  .0002553
T 8985 19 .1519373E+11   1100011E-01 -.8889E+01  .6996E+01   .9999999 -.0000018  .0000503
T 8986 19 .1519173E+11   1100014E-01 -.1279E+01 -.1930E+01   .9999999  .0000550 -.0000213
T 8987 19 .1519247E+11   1100010E-01  .2309E+02 -.6879E+01   .9999999  .0004348 -.0000680
T 8988 19 .1519319E+11   1100018E-01  .1509E+02  .4732E+02   .9999998  .0001941  .0006706
T 8989 19 .1519346E+11   1100005E-01 -.6529E+01  .2473E+01   .9999999 -.0001631 -.0000354
T 8990 19 .1519261E+11   1100013E-01  .3598E+01  .1458E+02   .9999999  .0000645  .0002599
T 8991 19 .1519148E+11   1100017E-01  .1600E+02 -.1415E+02   .9999999  .0002653 -.0001152
T 8992 19 .1519429E+11   1100020E-01 -.4005E+02 -.2722E+02   .9999997 -.0006306 -.0003756
T 8993 19 .1519171E+11   1100014E-01  .5097E+01  .6815E+01   .9999999  .0001280 -.0000743
T 8994 19 .1519325E+11   1100019E-01 -.5011E+01  .2585E+01   .9999999  .0000067  .0000451
T 8995 19 .1519206E+11   1100019E-01 -.2451E+01  .4842E+01   .9999999 -.0000496  .0002017
T 8996 19 .1519280E+11   1100012E-01  .6050E+01  .1641E+01   .9999999  .0001745  .0000468
T 8997 19 .1519434E+11   1100019E-01 -.5558E+01 -.8330E+01   .9999999 -.0000713 -.0001305
T 8998 19 .1519219E+11   1100022E-01 -.3480E+01  .4085E+01   .9999999 -.0001316  .0000352
T 8999 19 .1519279E+11   1100009E-01  .8615E-01  .3289E+01   .9999999  .0000511  .0001594
T 9000 19 .1519281E+11   1100009E-01  .1087E+02 -.1893E+02   .9999999  .0001547 -.0002845
T 9001 19 .1519204E+11   1100013E-01  .1245E+02  .8384E+01   .9999999  .0001786  .0000343
T 9002 19 .1519427E+11   1100020E-01  .1334E+02 -.1369E-01   .9999999  .0002292  .0000835
T 9003 19 .1519322E+11   1100018E-01 -.4541E+01 -.1211E+02   .9999999  .0000572 -.0002346
T 9004 19 .1519275E+11   1100014E-01 -.5552E+00 -.2689E+01   .9999999 -.0000408  .0000255
T 9005 19 .1519305E+11   1100020E-01  .6780E+01 -.3940E+01   .9999999  .0000848 -.0000036
T 9006 19 .1519160E+11   1100020E-01 -.1120E+02 -.1062E+01   .9999999 -.0003968  .0000511
T 9007 19 .1519208E+11   1100010E-01 -.1774E+01 -.8769E+00   .9999999 -.0001267 -.0001127
T 9008 19 .1519315E+11   1100013E-01  .1385E+02 -.1160E+02   .9999999  .0004537 -.0001705
T 9009 19 .1519173E+11   1100005E-01 -.1266E+02 -.1326E+02   .9999999 -.0002707 -.0001254
T 9010 19 .1519285E+11   1100014E-01 -.1722E+02  .1568E+01   .9999999 -.0002419  .0000869
T 9011 19 .1519108E+11   1100013E-01 -.2641E+01 -.3291E+01   .9999999  .0000095 -.0001251
T 9012 19 .1519316E+11   1100018E-01  .4281E+01 -.2580E+01   .9999999  .0000278  .0000048
T 9013 19 .1519225E+11   1100020E-01  .1019E+02  .7677E+01   .9999999 -.0001661  .0003964
T 9014 19 .1519149E+11   1100001E-01  .1999E+02  .8177E+01   .9999999  .0002554  .0001948
T 9015 19 .1519269E+11   1100015E-01 -.1051E+02 -.1143E+02   .9999999 -.0001512 -.0001183
T 9016 19 .1519268E+11   1100001E-01  .8404E+01  .1036E+02   .9999999  .0001017  .0000759
T 9017 19 .1519156E+11   1100002E-01 -.4436E+01 -.1223E+02   .9999999 -.0001836 -.0001002
T 9018 19 .1519328E+11   1100013E-01  .5315E+01 -.2666E+01   .9999999  .0000581 -.0000169
T 9019 19 .1519374E+11   1100009E-01 -.3125E+01  .1012E+02   .9999999 -.0000096  .0000994
T 9020 19 .1519230E+11   1100006E-01  .4782E+01 -.1208E+02   .9999999  .0000923 -.0002974
T 9021 19 .1519294E+11   1100014E-01  .2720E+02  .1480E+02   .9999998  .0004638  .0004185
T 9022 19 .1519315E+11   1100009E-01  .4501E+01 -.4904E+00   .9999999  .0000782 -.0000024
T 9023 19 .1519198E+11   1100014E-01  .1903E+02  .8095E+01   .9999999  .0003748  .0001374
T 9024 19 .1519245E+11   1100012E-01 -.7139E+01  .1052E+02   .9999999 -.0002267  .0000454
T 9025 19 .1519406E+11   1100021E-01 -.1811E+01 -.2782E+01   .9999999  .0000651 -.0000447
T 9026 19 .1519252E+11   1100003E-01  .1269E+02  .6239E+00   .9999999  .0002379 -.0000307
T 9027 19 .1519430E+11   1100020E-01 -.3464E+01 -.2618E+01   .9999999 -.0000168 -.0000964
T 9028 19 .1519302E+11   1100017E-01 -.1268E+02 -.6162E-01   .9999999 -.0000462 -.0000036
T 9029 19 .1519263E+11   1100007E-01  .6320E+01 -.9619E+01   .9999999  .0000357 -.0000915
T 9030 19 .1519350E+11   1100012E-01 -.2440E+02  .1618E+02   .9999999 -.0003360  .0002040
T 9031 19 .1519321E+11   1100001E-01 -.2017E+02  .9742E+01   .9999998 -.0004765  .0003760
T 9032 19 .1519242E+11   1100018E-01 -.2628E+01 -.3980E+01   .9999999  .0000543 -.0000162
T 9033 19 .1519302E+11   1100014E-01 -.2590E+00 -.1012E+02   .9999999  .0000135 -.0000526
T 9034 19 .1519133E+11   1100021E-01 -.6001E+01  .1045E+02   .9999999 -.0001285  .0002972
T 9035 19 .1519274E+11   1100016E-01 -.8138E+01  .2119E+01   .9999999 -.0001022  .0001341
T 9036 19 .1519298E+11   1100003E-01  .1412E+02  .3231E+00   .9999999  .0001637  .0000546
T 9037 19 .1519328E+11   1100017E-01 -.1290E+02 -.1127E+02   .9999999 -.0000575 -.0000680
T 9038 19 .1519265E+11   1100012E-01 -.2148E+01  .1104E+02   .9999999 -.0000403  .0000401
T 9039 19 .1519302E+11   1100011E-01 -.5430E+01  .6039E+00   .9999999 -.0000738  .0000659
T 9040 19 .1519369E+11   1100015E-01  .3120E+01 -.2169E+01   .9999999  .0000951 -.0000886
T 9041 19 .1519329E+11   1100008E-01 -.5839E+01  .2308E+01   .9999999 -.0001228  .0000197
